NUMBER_1,X_WORLD_1,Y_WORLD_1,XWIN_WORLD_1,YWIN_WORLD_1,X_IMAGE_1,Y_IMAGE_1,FLUX_ISO_1,FLUXERR_ISO_1,MAG_ISO (V),MAGERR_ISO (V),FLUX_AUTO_1,FLUXERR_AUTO_1,FLUX_MAX_1,ISOAREA_IMAGE_1,CXX_IMAGE_1,CYY_IMAGE_1,CXY_IMAGE_1,A_IMAGE_1,THETA_IMAGE_1,FLAGS_1,ELONGATION_1,ELLIPTICITY_1,NUMBER_2,X_WORLD_2,Y_WORLD_2,XWIN_WORLD_2,YWIN_WORLD_2,X_IMAGE_2,Y_IMAGE_2,FLUX_ISO_2,FLUXERR_ISO_2,MAG_ISO (B),MAGERR_ISO (B),FLUX_AUTO_2,FLUXERR_AUTO_2,FLUX_MAX_2,ISOAREA_IMAGE_2,CXX_IMAGE_2,CYY_IMAGE_2,CXY_IMAGE_2,A_IMAGE_2,THETA_IMAGE_2,FLAGS_2,ELONGATION_2,ELLIPTICITY_2,Separation
103,91.69742599,24.1825895,91.69740143,24.18258024,975.8064,91.16748,89044.8,379.06665,14.025978,0.004623138,87338.25,357.8555,7892.758,190,0.2539524,0.2424166,0.010471992,2.039566,-68.883705,0,1.0318965,0.030910611,62,91.69742373,24.18259064,91.6974014,24.18258023,975.7993,91.1544,86494.055,348.10013,14.057534,0.004370668,86172.805,346.12363,7892.758,132,0.30560184,0.29469195,0.014989415,1.8541512,-63.024292,0,1.0313758,0.030421257,0.008482206
104,91.69278622,24.24141464,91.69276255,24.24142743,604.1209,63.166523,2014.2673,98.14928,18.139708,0.052917562,2418.574,174.72867,228.0339,23,0.57660383,0.6589469,0.045247592,1.3236068,-14.394418,0,1.0791686,0.07336068,51,91.69278997,24.24140638,91.69276166,24.24142786,604.173,63.18829,1610.0237,74.50432,18.38292,0.050254967,2351.7722,144.02255,228.0339,15,1.1730027,0.88268495,-0.12372071,1.0720797,78.45921,0,1.1673536,0.14336151,0.032166794
106,91.69352083,24.22004148,91.69352139,24.21997098,739.1856,67.85509,3706.323,128.76268,17.477642,0.03772911,4238.4233,218.1467,240.41876,45,0.24969776,0.5060575,-0.07991307,2.0260422,8.6567135,0,1.4499172,0.31030542,57,91.69351781,24.22003256,91.69352078,24.21996801,739.242,67.83786,3107.7786,104.830894,17.668875,0.03663271,4130.4297,193.64001,240.41876,30,0.3145459,0.80632716,-0.062572844,1.7886727,3.6255941,0,1.6081247,0.37815768,0.033610932
107,91.69658936,24.25580595,91.69658588,24.25579097,513.09344,84.77462,19929.771,209.37457,15.651244,0.011409101,20124.572,222.00676,1818.0638,83,0.36578006,0.32685843,0.016348774,1.753546,-78.60774,0,1.0629255,0.059200227,56,91.69659355,24.25580603,91.69658589,24.25579099,513.09283,84.79873,21155.273,198.86174,15.586453,0.010208512,19989.959,216.91148,1818.0638,59,0.45079243,0.4066182,-0.01449717,1.5704583,80.91556,0,1.0557773,0.052830517,0.013733949
108,91.69306155,24.23088978,91.69305114,24.23088981,670.63293,64.977104,1685.8157,90.85114,18.332973,0.058526173,2025.3774,138.21172,168.14774,19,0.6426236,0.7378848,0.05449332,1.2545352,-14.88566,0,1.0829242,0.076574385,55,91.69304385,24.23089934,91.69305155,24.23088968,670.57294,64.874886,1430.0564,73.2866,18.511616,0.05565462,2050.88,133.47043,168.14774,15,1.0810728,0.95218146,-0.07661152,1.0305135,74.63662,0,1.0766759,0.07121545,0.067520485
109,91.69343435,24.25379447,91.69342298,24.25381088,525.8674,66.637955,1203.1914,83.56514,18.699163,0.075425856,1402.5006,159.09254,122.13464,20,0.68112403,0.77449673,0.008032074,1.2118305,-2.458286,0,1.0665962,0.06243801,58,91.6934161,24.25380764,91.69342317,24.25381116,525.78455,66.53249,783.99506,58.40583,19.164217,0.080904506,1375.506,136.80399,122.13464,10,1.87959,1.1179178,-0.022792678,0.9458629,89.14298,0,1.2968192,0.22888249,0.07638994
110,91.69633133,24.15153695,91.6963262,24.15153076,1172.0798,85.52152,22376.338,224.10966,15.525527,0.010876806,22568.572,237.61322,1748.0084,94,0.30920398,0.28846043,0.03014026,1.8880098,-62.268524,2,1.0632136,0.059455276,61,91.69633106,24.15153854,91.69632633,24.15153066,1172.0698,85.51992,21139.094,197.49524,15.587284,0.010146122,22035.602,222.16876,1748.0084,68,0.41847947,0.35118312,0.05170134,1.708966,-71.233116,0,1.1170719,0.10480249,0.005786657
111,91.69407785,23.94906517,91.69407153,23.94907047,2451.7454,76.843124,7130.1284,143.27974,16.767256,0.021823142,7558.232,172.12524,651.449,44,0.4742468,0.45992064,0.10202711,1.5512366,-48.996464,0,1.1171033,0.1048277,63,91.69407985,23.94907565,91.69407136,23.94907047,2451.679,76.85444,6630.7734,124.753395,16.846088,0.020432336,7268.8213,155.18762,651.449,34,0.6062268,0.55717367,0.104263656,1.3813326,-57.59784,0,1.1044732,0.09459096,0.038325237
112,91.69353286,24.11131156,91.69356714,24.11129508,1426.3585,70.23999,1253.6997,82.285576,18.654516,0.07127874,1411.6448,128.01152,140.32043,17,0.7600836,0.76785725,-0.31652638,1.2849485,44.296574,0,1.2340064,0.18963146,65,91.69357487,24.11128915,91.6935669,24.1112953,1426.4994,70.48279,976.79175,64.261086,18.925495,0.071445666,1437.6321,128.11298,140.32043,12,1.3136619,1.2160017,0.050942954,0.909182,-76.22595,0,1.0445335,0.042634845,0.159886302
113,91.69291177,24.05708143,91.69288866,24.05696131,1769.1045,67.81053,10458.584,123.23809,16.351316,0.012796816,10321.906,139.70421,5157.004,7,0.6611581,1.8700105,0.44767454,1.268935,-10.160557,0,1.7537608,0.42979681,60,91.69291177,24.05708143,91.69288866,24.05696131,1769.1045,67.81053,10458.584,123.23809,16.351316,0.012796816,10321.906,139.70421,5157.004,7,0.6611581,1.8700105,0.44767454,1.268935,-10.160557,0,1.7537608,0.42979681,0
114,91.697242,24.17116612,91.69721734,24.17116378,1048.0057,90.351906,30924.418,246.19565,15.174246,0.008645869,30986.4,250.55154,2827.2385,104,0.32307014,0.31499603,0.029489798,1.8144503,-52.655983,0,1.0491236,0.0468235,71,91.69723533,24.1711695,91.6972172,24.17116374,1047.9845,90.313324,29657.555,221.58334,15.219662,0.008113937,30319.896,237.33864,2827.2385,74,0.3906291,0.3819593,0.046727527,1.6608369,-50.255554,0,1.0635281,0.05973333,0.025091331
115,91.69462725,23.92063944,91.69460853,23.92065009,2631.3862,80.62316,13774.425,177.8755,16.052317,0.014024019,14085.339,198.25969,1098.1251,62,0.40568054,0.39534056,0.05873276,1.6424534,-49.992336,0,1.0774401,0.07187414,64,91.69462245,23.92064311,91.69460844,23.92065013,2631.363,80.59536,13188.857,163.0577,16.099482,0.013426535,14034.109,194.11163,1098.1251,49,0.4594507,0.4655503,0.04960144,1.5118355,-41.494694,0,1.0555687,0.05264342,0.020608789
118,91.69957273,24.27365173,91.6995554,24.27364743,400.249,101.58021,58840.37,318.02362,14.475811,0.005869672,58185.77,308.59348,4579.6772,145,0.30376214,0.2595035,0.005702338,1.9637287,-86.32919,0,1.0826274,0.076321185,77,91.69957307,24.27365583,91.69955537,24.27364734,400.22308,101.58207,57059.97,290.93994,14.509171,0.005537346,57306.64,295.83774,4579.6772,105,0.35085502,0.31793272,-0.005385927,1.7741156,85.3545,0,1.0511898,0.048696995,0.01480252
119,91.69600737,24.12819169,91.69601114,24.12819592,1319.628,84.15312,12704.345,177.8216,16.14012,0.015200647,12971.181,200.07953,1128.8157,64,0.3819036,0.3857003,0.105923705,1.7386544,-43.9736,0,1.1490885,0.129745,70,91.69601434,24.12819295,91.69601112,24.12819592,1319.62,84.19327,12023.06,159.44283,16.199963,0.014401901,12818.806,194.36472,1128.8157,50,0.44957048,0.46119148,0.06923254,1.5425186,-40.23573,0,1.0802934,0.07432556,0.02333162
120,91.69518214,24.01486438,91.69516794,24.01485481,2035.8718,81.81519,7832.1055,149.27142,16.665304,0.020697981,8358.21,183.24785,732.29456,46,0.45037314,0.42084497,0.018075818,1.5461689,-74.26345,0,1.0405611,0.038980007,69,91.69517727,24.01485946,91.69516768,24.01485466,2035.903,81.787186,7407.091,131.87352,16.72588,0.019334802,8240.303,180.75865,732.29456,37,0.5371259,0.51975906,0.029028224,1.3981856,-60.445477,0,1.0325351,0.031509876,0.023875995
121,91.69354223,24.02587058,91.69354882,24.0258654,1966.3446,72.11366,1919.1141,93.54119,18.192247,0.05293366,2194.0188,166.36798,204.66191,23,0.6530804,0.7437365,0.16074103,1.2844424,-30.288752,0,1.1421286,0.12444186,68,91.69357324,24.02586248,91.69354864,24.02586508,1966.3951,72.29286,1597.304,74.41891,18.391531,0.05059709,2044.0132,140.1662,204.66191,15,1.0399437,1.0403233,0.26693448,1.0502104,-44.959267,0,1.1377228,0.12105137,0.10606325
123,91.69529744,24.00540066,91.69528827,24.00540197,2095.6802,82.683136,13886.215,180.38753,16.04354,0.014107578,14062.692,199.5237,1126.6594,64,0.39775366,0.3832729,0.06810286,1.676709,-51.00204,0,1.0934997,0.08550495,67,91.69529641,24.00539928,91.69528835,24.00540196,2095.689,82.677216,13173.713,160.57552,16.100729,0.013237347,14077.3125,198.23944,1126.6594,48,0.47495934,0.47623107,0.09755158,1.5306646,-44.62656,0,1.1084117,0.09780806,0.006011979
124,91.69451783,24.12640239,91.69451996,24.12641962,1330.9655,75.59987,1522.061,86.97544,18.44392,0.062057517,1785.8097,150.13678,170.46933,22,0.7878999,0.68554854,0.25363842,1.291028,-55.987843,0,1.2065965,0.17122257,72,91.69450786,24.12643402,91.69452004,24.12641943,1330.7657,75.541664,1177.4513,69.682106,18.722643,0.064269975,1786.7491,132.47726,170.46933,14,1.1233793,1.0605277,0.05451204,0.97573537,-69.53224,0,1.0388501,0.037397146,0.118469785
127,91.69604506,23.85441105,91.69602577,23.85442458,3049.9268,90.2321,17209.836,197.52463,15.810557,0.012464485,17463.48,221.33783,1092.3247,73,0.3128887,0.34923995,0.091423735,1.8835379,-34.1583,16,1.1614834,0.13903207,74,91.69603793,23.85441183,91.69602571,23.85442467,3049.9219,90.19085,16605.861,180.64346,15.849346,0.011813829,17369.215,214.49055,1092.3247,61,0.35512513,0.40054232,0.10207782,1.7623479,-33.00721,16,1.1606054,0.13838077,0.023655753
129,91.69577165,24.29560686,91.69576334,24.29560669,261.5656,79.21125,2173.558,100.2761,18.057072,0.050102107,2624.6511,173.81236,219.8816,22,0.55978847,0.63921595,0.034673,1.3409003,-11.79151,0,1.0750936,0.06984842,73,91.6957601,24.29559737,91.69576327,24.29560682,261.6258,79.1449,1793.1013,77.43833,18.265987,0.04690088,2586.7302,151.91856,219.8816,16,0.9022667,0.9920682,0.13374943,1.0742028,-28.06098,0,1.0889881,0.0817163,0.051031873
131,91.69834342,24.18663339,91.69833825,24.18662538,950.231,96.369835,13570.79,188.08757,16.068487,0.015051673,13967.509,209.5665,1153.4534,70,0.3647771,0.32530695,0.03593584,1.7723346,-68.84174,0,1.0805883,0.074578226,82,91.69834604,24.18662785,91.69833818,24.18662532,950.266,96.38504,12577.006,160.35347,16.151056,0.01384621,13729.529,200.66069,1153.4534,49,0.46830428,0.45088062,0.030890584,1.504381,-59.71246,0,1.0393577,0.037867367,0.021721113
132,91.69647083,24.26110363,91.69646936,24.26113355,479.61423,83.97811,2519.7122,105.78102,17.896622,0.04559179,2882.661,157.96053,249.53871,28,0.5237526,0.6138366,-0.04074454,1.3876051,12.168506,0,1.0910401,0.08344346,76,91.69647218,24.26112613,91.6964702,24.26113212,479.472,83.98543,2159.5525,84.56548,18.06409,0.042526457,3069.5564,169.75444,249.53871,19,0.89707273,0.771766,-0.020383181,1.138909,85.38042,0,1.0792004,0.07338804,0.081127703
134,91.69647719,23.95338587,91.69645615,23.95339552,2424.3914,90.60891,9115.023,156.89415,16.500605,0.01869299,9357.499,183.10696,774.2535,50,0.44330025,0.3995163,0.04638472,1.6022769,-66.67392,0,1.078775,0.07302272,80,91.69647784,23.9533878,91.69645616,23.95339551,2424.3792,90.612625,10009.877,152.13844,16.398928,0.016505932,9278.089,174.8107,774.2535,37,0.54171634,0.5043326,0.08303661,1.4471605,-57.118828,0,1.0911977,0.083575785,0.007265019
135,91.69705456,24.12514023,91.69703764,24.12513292,1338.8928,90.25858,10202.983,165.96027,16.378181,0.017664721,10569.77,190.56963,933.6839,57,0.37248102,0.4193866,0.05649882,1.6684802,-25.150196,0,1.0974615,0.08880627,78,91.69703894,24.12513974,91.69703753,24.12513285,1338.8961,90.1685,9577.297,145.3863,16.446892,0.016485814,10524.048,187.67035,933.6839,43,0.47554097,0.5054279,0.046611767,1.4699538,-28.666224,0,1.0581316,0.0549379,0.051347891
137,91.70714432,24.12165031,91.70710876,24.12165777,1360.7495,148.53267,631189.2,881.6258,11.899601,0.001516892,612633.2,819.1203,46826.516,513,0.17799628,0.16597275,0.012385007,2.4742029,-67.075775,0,1.0515076,0.048984528,99,91.70714215,24.12165438,91.70710868,24.12165774,1360.7238,148.52002,624721.56,849.6644,11.910784,0.001477035,609603.44,813.56354,46826.516,369,0.20211846,0.19139846,0.01211557,2.3022306,-65.751396,0,1.0419905,0.040298343,0.016308756
138,91.69642434,24.13281358,91.69641016,24.13281374,1290.4097,86.45911,2953.226,107.81066,17.724258,0.039645586,3379.0247,173.7151,268.9367,30,0.5836955,0.5298844,0.05885445,1.3908801,-66.21845,0,1.074371,0.06922287,75,91.69640232,24.13280445,91.69641004,24.13281362,1290.4678,86.33229,2661.0159,94.69111,17.837381,0.038644843,3274.219,171.12555,268.9367,24,0.66782916,0.7254873,0.12388234,1.261548,-32.520737,0,1.1033893,0.09370154,0.079454721
139,91.6953973,24.05239462,91.69540365,24.05240029,1798.6766,82.25492,1750.7413,88.28027,18.291945,0.05476102,2343.6445,163.6369,199.16513,21,0.66268295,0.9012865,0.25351074,1.2825613,-23.367542,0,1.2540624,0.20259154,79,91.69540845,24.05240569,91.69540373,24.05240014,1798.6064,82.31902,1429.8285,69.60782,18.51179,0.052869342,2340.316,158.73676,199.16513,13,1.1561857,1.2341686,0.35940334,0.9944004,-38.878895,0,1.1677582,0.14365834,0.054154339
140,91.70266749,24.00556296,91.70263358,24.00556547,2094.5093,125.22968,185878.53,511.92642,13.226927,0.002990943,181180.72,475.78287,14237.243,267,0.23575614,0.20850392,0.002113752,2.1902087,-87.78244,0,1.0635421,0.05974573,90,91.70266208,24.00556263,91.70263347,24.00556547,2094.5115,125.19845,182615.42,483.84857,13.246156,0.002877411,179873.2,468.55588,14237.243,196,0.2680613,0.24916644,0.003530854,2.0040004,-84.70766,0,1.0378804,0.03649783,0.01783702
141,91.69782358,23.93675079,91.69781943,23.93675035,2529.4993,98.7428,14250.097,183.55304,16.015455,0.013988579,15221.593,216.21413,1159.686,64,0.34850237,0.34464592,0.057030804,1.773335,-46.934227,3,1.0861654,0.07932991,85,91.69782358,23.93675079,91.69781967,23.93675045,2529.4993,98.7428,13388.542,162.0557,16.083166,0.013145007,15006.175,210.16328,1159.686,48,0.43558004,0.45447266,0.04698217,1.5435718,-34.04689,3,1.0586085,0.055363774,0
143,91.69747953,23.98789753,91.69746541,23.98789774,2206.2573,95.65703,5844.202,137.76949,16.983187,0.02560104,6160.05,188.64041,513.8319,48,0.46150428,0.43368882,0.033936266,1.5327456,-64.669685,0,1.0502787,0.04787177,88,91.6974662,23.98789026,91.69746549,23.98789779,2206.3037,95.58022,5314.0234,118.25369,17.086441,0.024166906,6223.8174,186.71046,513.8319,33,0.5682748,0.5862395,0.09131166,1.3726656,-39.43488,0,1.0841349,0.077605546,0.05104764
144,91.69713268,23.98136098,91.69712616,23.98136553,2247.5752,93.7945,9691.992,160.36893,16.433968,0.017969541,10298.856,201.2764,817.254,58,0.41747665,0.4201819,0.062957115,1.6068084,-43.769768,0,1.0782833,0.07259989,83,91.69712976,23.98135519,91.69712614,23.98136558,2247.6118,93.77782,9008.524,140.64221,16.513365,0.016954768,10133.388,186.62663,817.254,41,0.5100233,0.5255977,0.086166054,1.4524373,-39.87726,0,1.088448,0.08126068,0.02292572
146,91.69586155,24.19523323,91.69585309,24.19516517,895.9286,81.87722,4313.646,93.70146,17.31289,0.023590203,4366.1025,110.66996,1716.6514,8,0.8696615,1.8421893,0.32612857,1.0891148,-9.269211,0,1.4888649,0.32834738,81,91.69586667,24.19523472,91.69585411,24.19517533,895.919,81.90674,4604.7793,92.44267,17.241978,0.021801857,4366.1025,110.66996,1716.6514,8,0.85992944,2.0081599,0.2963463,1.0903649,-7.23582,0,1.5523721,0.35582453,0.01767613
150,91.73074051,24.31263893,91.73063556,24.31263726,153.21645,280.25113,7417553,2884.443,9.224348,4.22E-04,7194139,2714.708,119571.1,3060,0.0736878,0.045258574,0.01018802,4.7472134,-80.14207,4,1.2963717,0.2286163,147,91.73074675,24.31263998,91.7306353,24.31263726,153.2097,280.28705,7364205.5,2808.7126,9.232184,4.14E-04,7160844,2702.9856,119571.1,1988,0.08842352,0.054443114,0.011386187,4.322785,-80.73749,4,1.2921582,0.22610098,0.020823876
151,91.69683931,23.86148515,91.69682354,23.8615072,3005.2021,94.67128,7806.699,151.8049,16.66883,0.021117775,8302.964,200.88644,497.39325,52,0.3556538,0.4101305,0.049394235,1.6997458,-21.09936,0,1.1011152,0.09182984,84,91.69683943,23.86148856,91.69682344,23.86150738,3005.1804,94.67193,7321.742,134.5119,16.738464,0.019951526,8256.256,196.13666,497.39325,41,0.43053275,0.49007583,0.0766512,1.55837,-26.07987,0,1.1116266,0.100417316,0.012307559
152,91.69669698,24.05172699,91.69665995,24.05169534,1802.8706,89.77002,1449.5045,92.42873,18.49695,0.06924959,2167.181,189.19812,165.00275,19,0.7371628,0.5887492,0.5279646,1.6038704,-52.850475,0,1.5526675,0.35594714,87,91.69664955,24.05170381,91.69666071,24.05169557,1803.0181,89.49678,1086.651,65.11026,18.809774,0.065071255,2271.1802,180.2346,165.00275,12,1.6528424,0.9685872,0.024016729,1.016197,-88.994896,0,1.3065357,0.23461717,0.176843254
157,91.69717157,24.08732544,91.69718316,24.08731996,1577.8795,91.74505,1312.7935,81.03879,18.60451,0.06703882,1733.4459,161.76166,155.514,17,0.8571021,0.8171881,0.26843315,1.1939901,-49.22875,0,1.1776625,0.15086031,89,91.69718808,24.08733114,91.69718496,24.08732102,1577.8431,91.84017,1021.92737,62.545166,18.87645,0.066466615,1587.8284,145.91838,155.514,11,1.3077506,1.3452532,0.1872074,0.9012892,-39.33604,0,1.074753,0.06955367,0.058008757
158,91.69796514,24.1519974,91.69796789,24.15199214,1169.1378,94.93352,3136.7065,115.68478,17.658815,0.04005273,3340.6401,172.08458,281.41083,34,0.5040589,0.44244495,0.14637959,1.5934504,-56.413574,3,1.1845899,0.15582591,91,91.69796514,24.1519974,91.69796395,24.15199027,1169.1378,94.93352,2592.9407,91.503456,17.865519,0.038324345,3530.034,174.90189,281.41083,22,0.7547989,0.726644,0.14130439,1.2228993,-50.634296,0,1.1024846,0.092957854,0
159,91.69697815,23.93701746,91.69698099,23.93702137,2527.8303,93.85347,5900.7,127.07069,16.97274,0.023386845,7370.4663,170.04083,507.9764,36,0.42438814,0.5977233,0.17180872,1.6032813,-22.373302,3,1.2756757,0.2161017,86,91.69697815,23.93701746,91.69698061,23.93702756,2527.8303,93.85347,5805.7397,118.11098,16.990356,0.022093398,7425.0215,177.01118,507.9764,31,0.5263155,0.64211917,0.16305633,1.4370723,-27.308695,3,1.1887069,0.15874976,0
160,91.69731238,23.98647896,91.69728768,23.98634055,2215.226,94.722305,4418.2427,102.27859,17.286875,0.025139984,4634.3794,129.30472,2179.2278,10,0.53725195,1.4085332,0.21246576,1.3808068,-6.852182,1,1.6461735,0.39253062,93,91.69732358,23.98648119,91.69729418,23.98633535,2215.2117,94.78695,4632.5996,95.38825,17.235437,0.02236145,4485.846,119.19168,2179.2278,6,0.5999158,1.8865823,0.5108538,1.3470978,-10.827448,0,1.8740809,0.4664051,0.037716394
161,91.69771471,24.16121347,91.69770216,24.16121068,1110.8972,93.29131,1817.4462,94.39815,18.251347,0.056406837,2177.6714,131.96855,196.28857,22,0.7327568,0.5900585,0.15559408,1.3412892,-66.26227,0,1.1746573,0.1486879,92,91.6977316,24.16122803,91.69770254,24.16121094,1110.8049,93.388374,1479.4636,71.81649,18.47474,0.05271688,2212.1594,154.9784,196.28857,14,1.1422253,1.0217305,0.045534268,0.99132794,-79.649345,0,1.0614078,0.05785513,0.076316983
166,91.70181824,24.30056797,91.70180169,24.30056231,230.0927,113.93394,32244.29,246.20834,15.128867,0.008292391,32341.74,253.24182,2659.989,97,0.320951,0.3134283,-0.01674568,1.8018435,57.095596,0,1.0293694,0.028531432,97,91.70180971,24.30056622,91.70180161,24.30056216,230.10388,113.88486,31294.273,226.98914,15.161338,0.007877166,32083.283,244.27313,2659.989,77,0.35853598,0.37266684,-0.038371213,1.7021278,34.891468,0,1.0575771,0.054442465,0.028677477
167,91.69829313,24.13862657,91.6982884,24.13862107,1253.635,97.112564,1450.7864,88.06916,18.49599,0.06592501,1952.2472,160.81104,165.62935,19,0.75405824,0.63953775,-0.01269794,1.2507949,86.836464,0,1.0863996,0.07952833,95,91.69831259,24.13860917,91.69828763,24.13862069,1253.7445,97.22519,1075.981,65.028275,18.820488,0.06563379,1914.3215,156.55235,165.62935,12,1.3741305,1.0981423,0.19955674,0.96861756,-72.06536,0,1.1487105,0.1294586,0.089506411
169,91.69786468,23.95629882,91.69784863,23.95629065,2405.954,98.56008,2165.4158,96.223595,18.061146,0.04825809,2375.4067,163.73392,218.15973,25,0.65958387,0.6572063,0.13743079,1.302254,-45.49556,0,1.1104498,0.09946406,98,91.69785886,23.95630055,91.69784821,23.95629074,2405.9434,98.52643,1801.8287,79.17163,18.260715,0.047718402,2339.7307,155.38942,218.15973,17,0.8307732,1.0594977,0.17165132,1.1165345,-18.443598,0,1.1646909,0.14140308,0.02013176
174,91.70126407,24.22286044,91.70126636,24.22285889,721.2184,112.423874,6199.4497,142.78157,16.919117,0.025012024,6617.9243,181.35707,583.34064,47,0.464684,0.40150115,0.098310225,1.6337317,-61.364197,0,1.1453893,0.12693447,110,91.7012718,24.22285325,91.70126635,24.22285889,721.2636,112.468605,5463.6064,117.77434,17.056301,0.023409983,6532.848,172.19934,583.34064,32,0.6347037,0.58404833,0.051069006,1.3205873,-67.3835,0,1.0608692,0.057376742,0.036238797
